심화행동라벨,시도,시군구,예측분류,투자검토분류,상승확률점수,투자적합성점수,price_12m_change_pct,trade_recovery_pct,recent_jeonse_ratio_3m,recent_jeonse_share_3m,recent_wolse_share_3m,sale_turn_ym,jeonse_turn_ym,lead_lag_months,임차수요기반양호,월세비중높음,임차선행,기다림필요,임차검증메모
보수 접근,광주광역시,서구,상승,판단 보류,57.05085845087924,64.32310742967847,4.0841696854031495,12.84109149277688,72.0,73.07692307692308,26.923076923076923,202311,202311,0.0,예,아니오,예,아니오,"전세가율 72.0%, 월세비중 26.9%, 전세와 매매 전환 시점이 거의 동시, 임차 수요 기반 양호, 임차 선행"
보수 접근,경상남도,창원시 마산합포구,상승,판단 보류,56.86601395475425,52.90915018474245,21.411447231711335,28.131868131868146,81.69,78.16091954022988,21.839080459770116,202311,202309,-2.0,예,아니오,예,아니오,"전세가율 81.7%, 월세비중 21.8%, 전세가 매매보다 2개월 선행, 임차 수요 기반 양호, 임차 선행"
보수 접근,경기도,용인시 처인구,상승,판단 보류,56.572270942812246,61.07367963486198,15.875118667684784,15.412186379928317,68.045,67.6300578034682,32.369942196531795,202310,202312,2.0,아니오,아니오,아니오,예,"전세가율 68.0%, 월세비중 32.4%, 매매가 전세보다 2개월 선행"
보수 접근,부산광역시,수영구,상승,판단 보류,56.380588279535075,58.76516377277081,-10.264669031949856,37.77292576419213,52.87,58.70445344129555,41.29554655870445,202309,202312,3.0,아니오,예,아니오,예,"전세가율 52.9%, 월세비중 41.3%, 매매가 전세보다 3개월 선행, 월세 비중 높음"
보수 접근,부산광역시,남구,상승,판단 보류,56.36283537991267,66.59019375820071,9.54357931161567,40.03690036900369,64.16,70.58823529411765,29.41176470588235,202310,202312,2.0,아니오,아니오,아니오,예,"전세가율 64.2%, 월세비중 29.4%, 매매가 전세보다 2개월 선행"
보수 접근,경기도,부천시 소사구,상승,판단 보류,56.35800883268378,61.80286894153445,4.222634719669038,6.960556844547572,68.13499999999999,72.89719626168224,27.102803738317757,202310,202310,0.0,예,아니오,예,아니오,"전세가율 68.1%, 월세비중 27.1%, 전세와 매매 전환 시점이 거의 동시, 임차 수요 기반 양호, 임차 선행"
보수 접근,서울특별시,은평구,상승,판단 보류,55.90534058321049,71.48491605421258,7.825465156176548,18.135593220338976,59.0,75.95628415300547,24.043715846994534,202310,202311,1.0,아니오,아니오,아니오,예,"전세가율 59.0%, 월세비중 24.0%, 매매가 전세보다 1개월 선행"
보수 접근,경기도,성남시 중원구,상승,판단 보류,55.90336688708817,64.04259943490545,-3.7750124950145625,9.348441926345608,54.115,73.09941520467837,26.900584795321638,202308,202309,1.0,아니오,아니오,아니오,예,"전세가율 54.1%, 월세비중 26.9%, 매매가 전세보다 1개월 선행"
보수 접근,경상남도,양산시,상승,판단 보류,55.85038461584567,61.74838534832739,11.383923434648093,16.02687140115162,72.21000000000001,62.29802513464991,37.70197486535009,202401,202312,-1.0,아니오,아니오,예,예,"전세가율 72.2%, 월세비중 37.7%, 전세가 매매보다 1개월 선행, 임차 선행"
보수 접근,인천광역시,계양구,상승,판단 보류,55.55771811642872,50.228130760623706,-4.312372508783557,-12.416851441241684,72.41,67.89473684210526,32.10526315789474,202401,202312,-1.0,아니오,아니오,예,예,"전세가율 72.4%, 월세비중 32.1%, 전세가 매매보다 1개월 선행, 임차 선행"
보수 접근,경상북도,구미시,보합,판단 보류,54.961387317206686,64.34570047842526,5.4501259279662095,-0.0778816199376919,81.15,42.28486646884273,57.71513353115727,202311,,,아니오,예,아니오,예,"전세가율 81.2%, 월세비중 57.7%, 월세 비중 높음"
보수 접근,경기도,안산시 상록구,보합,판단 보류,54.43388131733893,50.14670723755705,4.1955533771958375,9.880239520958089,64.00999999999999,76.41509433962264,23.58490566037736,202312,202310,-2.0,아니오,아니오,예,예,"전세가율 64.0%, 월세비중 23.6%, 전세가 매매보다 2개월 선행, 임차 선행"
보수 접근,대전광역시,중구,보합,판단 보류,54.202350871920984,51.66311134723798,-4.869465997857947,24.705882352941178,72.11500000000001,59.24657534246575,40.75342465753425,202311,202309,-2.0,아니오,예,예,예,"전세가율 72.1%, 월세비중 40.8%, 전세가 매매보다 2개월 선행, 월세 비중 높음, 임차 선행"
보수 접근,울산광역시,중구,보합,판단 보류,53.911808506700275,57.24321873130103,23.468641410115932,0.0,69.91,58.70967741935484,41.29032258064516,202309,202312,3.0,아니오,예,아니오,예,"전세가율 69.9%, 월세비중 41.3%, 매매가 전세보다 3개월 선행, 월세 비중 높음"
보수 접근,부산광역시,금정구,보합,판단 보류,53.86140289545315,55.48265138281801,11.727705930746236,33.59173126614987,69.21,64.70588235294117,35.294117647058826,202310,202312,2.0,아니오,아니오,아니오,예,"전세가율 69.2%, 월세비중 35.3%, 매매가 전세보다 2개월 선행"
보수 접근,서울특별시,강동구,보합,판단 보류,52.802186655045496,88.84359546099749,1.783618284185806,-21.684053651266765,42.07,68.04232804232804,31.95767195767196,202308,202311,3.0,아니오,아니오,아니오,예,"전세가율 42.1%, 월세비중 32.0%, 매매가 전세보다 3개월 선행"
보수 접근,경기도,광주시,보합,판단 보류,52.60303746017209,65.15676946235521,12.801602528930143,4.665959703075284,71.66,73.37526205450733,26.62473794549266,202311,202311,0.0,예,아니오,예,아니오,"전세가율 71.7%, 월세비중 26.6%, 전세와 매매 전환 시점이 거의 동시, 임차 수요 기반 양호, 임차 선행"
보수 접근,경기도,파주시,보합,판단 보류,52.363873566515785,77.63290857328387,4.729586251964202,-3.154305200341001,72.06,63.63636363636363,36.36363636363637,202312,202310,-2.0,아니오,아니오,예,예,"전세가율 72.1%, 월세비중 36.4%, 전세가 매매보다 2개월 선행, 임차 선행"
보수 접근,경기도,양주시,보합,판단 보류,52.32119450221225,62.39226040501126,-10.633266859002976,-5.064935064935061,67.71000000000001,32.5437693099897,67.4562306900103,202310,202311,1.0,아니오,예,아니오,예,"전세가율 67.7%, 월세비중 67.5%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
보수 접근,경기도,고양시 일산동구,보합,판단 보류,52.25676450343449,59.12193001521408,12.042875421398524,5.938242280285033,75.12,62.95503211991435,37.04496788008565,202311,202311,0.0,아니오,아니오,예,예,"전세가율 75.1%, 월세비중 37.0%, 전세와 매매 전환 시점이 거의 동시, 임차 선행"
보수 접근,서울특별시,구로구,보합,판단 보류,51.90026233615893,76.45256935556147,-0.7602597418330803,-3.452855245683928,56.515,61.98934280639432,38.01065719360568,202309,202311,2.0,아니오,아니오,아니오,예,"전세가율 56.5%, 월세비중 38.0%, 매매가 전세보다 2개월 선행"
보수 접근,전북특별자치도,군산시,보합,판단 보류,51.7745825875305,50.35402931729817,28.847301961867,-7.267441860465118,85.775,66.35220125786164,33.64779874213836,202401,202402,1.0,아니오,아니오,아니오,예,"전세가율 85.8%, 월세비중 33.6%, 매매가 전세보다 1개월 선행"
보수 접근,대구광역시,달성군,보합,판단 보류,51.75512157994592,52.864594653336226,3.2477086024572666,8.962868117797695,73.675,38.81748071979435,61.18251928020565,202311,202311,0.0,아니오,예,예,예,"전세가율 73.7%, 월세비중 61.2%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
보수 접근,서울특별시,동대문구,보합,판단 보류,51.69461824593217,73.84784842801217,16.91669864541605,10.187667560321724,52.19,62.93859649122807,37.06140350877193,202310,202312,2.0,아니오,아니오,아니오,예,"전세가율 52.2%, 월세비중 37.1%, 매매가 전세보다 2개월 선행"
보수 접근,경기도,평택시,보합,판단 보류,51.56310699023732,78.33825711533457,-7.541882803652866,-4.8071216617210695,72.22,48.99274778404512,51.00725221595488,202311,202311,0.0,아니오,예,예,예,"전세가율 72.2%, 월세비중 51.0%, 전세와 매매 전환 시점이 거의 동시, 월세 비중 높음, 임차 선행"
보수 접근,울산광역시,북구,보합,판단 보류,51.35454447013127,65.35892626669994,11.241651432102008,4.31192660550459,77.04,69.0677966101695,30.93220338983051,202312,202312,0.0,아니오,아니오,예,예,"전세가율 77.0%, 월세비중 30.9%, 전세와 매매 전환 시점이 거의 동시, 임차 선행"
보수 접근,경기도,김포시,보합,판단 보류,51.262120986216615,80.71728904881118,1.4944451293000591,-13.303099017384737,71.23,60.06224066390042,39.93775933609958,202310,202311,1.0,아니오,아니오,아니오,예,"전세가율 71.2%, 월세비중 39.9%, 매매가 전세보다 1개월 선행"
보수 접근,대구광역시,중구,보합,판단 보류,51.15000395467897,55.66935260987279,15.538866914672568,55.81896551724137,51.56,68.87254901960785,31.127450980392158,202308,202312,4.0,아니오,아니오,아니오,예,"전세가율 51.6%, 월세비중 31.1%, 매매가 전세보다 4개월 선행"
보수 접근,광주광역시,북구,보합,판단 보류,50.882016278748495,80.49463213847768,8.510808913895062,-6.155143338954472,71.68,65.56962025316456,34.43037974683544,202312,202309,-3.0,아니오,아니오,예,예,"전세가율 71.7%, 월세비중 34.4%, 전세가 매매보다 3개월 선행, 임차 선행"
보수 접근,경기도,시흥시,보합,판단 보류,50.58319629195921,88.61433773119639,5.059182460556255,2.2382094324540303,65.2,58.77689694224235,41.22310305775765,202309,202308,-1.0,아니오,예,예,예,"전세가율 65.2%, 월세비중 41.2%, 전세가 매매보다 1개월 선행, 월세 비중 높음, 임차 선행"
보수 접근,서울특별시,양천구,보합,판단 보류,50.395126271377144,81.10813269257086,-12.919752334663304,-15.542857142857148,48.39,69.12850812407682,30.87149187592319,202308,202311,3.0,아니오,아니오,아니오,예,"전세가율 48.4%, 월세비중 30.9%, 매매가 전세보다 3개월 선행"
보수 접근,대구광역시,동구,보합,판단 보류,47.041236036530826,73.29104515658163,22.555562745809745,17.677824267782416,65.82,54.7085201793722,45.2914798206278,202312,202403,3.0,아니오,예,아니오,예,"전세가율 65.8%, 월세비중 45.3%, 매매가 전세보다 3개월 선행, 월세 비중 높음"
보수 접근,경기도,의왕시,보합,판단 보류,46.7563780552682,61.866717111953655,3.407540491320904,-15.161290322580644,61.155,76.79012345679013,23.209876543209877,202311,202312,1.0,아니오,아니오,아니오,예,"전세가율 61.2%, 월세비중 23.2%, 매매가 전세보다 1개월 선행"
보수 접근,경기도,화성시 만세구,보합,판단 보류,46.41759977910379,54.320799826124755,-0.9447562622419304,-7.578947368421051,66.67,80.41666666666667,19.583333333333332,202310,,,예,아니오,아니오,아니오,"전세가율 66.7%, 월세비중 19.6%, 임차 수요 기반 양호"
보수 접근,서울특별시,중랑구,보합,판단 보류,46.28108302318053,61.60185252266683,5.568643820561281,13.221153846153854,62.055,76.89655172413794,23.103448275862068,202310,202301,-9.0,아니오,아니오,예,예,"전세가율 62.1%, 월세비중 23.1%, 전세가 매매보다 9개월 선행, 임차 선행"
보수 접근,서울특별시,강북구,보합,판단 보류,46.02649670825421,50.86900056616785,11.425429489155302,16.603773584905657,62.465,71.81208053691275,28.187919463087248,202309,202301,-8.0,아니오,아니오,예,예,"전세가율 62.5%, 월세비중 28.2%, 전세가 매매보다 8개월 선행, 임차 선행"
보수 접근,서울특별시,도봉구,보합,판단 보류,45.61627373095082,60.71315682849407,-0.5645278126897191,-13.436123348017626,62.91,64.46991404011462,35.53008595988538,202310,202401,3.0,아니오,아니오,아니오,예,"전세가율 62.9%, 월세비중 35.5%, 매매가 전세보다 3개월 선행"
보수 접근,인천광역시,부평구,하락,판단 보류,42.673941164254614,75.5277569825132,16.85485017529995,-10.640732265446228,68.29,38.07339449541284,61.92660550458716,202311,202312,1.0,아니오,예,아니오,예,"전세가율 68.3%, 월세비중 61.9%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
보수 접근,강원특별자치도,춘천시,하락,판단 보류,41.94668824657901,62.24878649568934,22.511753120827805,2.522935779816504,79.23,57.320872274143305,42.679127725856695,202302,202303,1.0,아니오,예,아니오,예,"전세가율 79.2%, 월세비중 42.7%, 매매가 전세보다 1개월 선행, 월세 비중 높음"
