정책후판정,정책세부유형,심화행동라벨,시도,시군구,투자검토분류,상승확률점수,투자적합성점수,정책메모,토허활성여부,임차수요기반양호,월세비중높음,임차선행,broad,completed_unsold,completed_unsold_ratio_pct,정책판정메모
우선 회복 후보,,우선 매수 검토,경기도,부천시 원미구,우선 검토,76.36272602698541,71.58117800478158,수도권 대체지·확산 수혜 가능,아니오,예,아니오,아니오,부천시,129.0,0.0773075401819424,"준공후미분양비율 0.077%, 수도권 대체지·확산 수혜 가능, 임차 수요 기반 양호"
우선 회복 후보,,우선 매수 검토,경기도,안양시 만안구,우선 검토,72.86635264118131,69.95761790915019,수도권 대체지·확산 수혜 가능,아니오,예,아니오,아니오,안양시,61.0,0.043190427302014375,"준공후미분양비율 0.043%, 수도권 대체지·확산 수혜 가능, 임차 수요 기반 양호"
우선 회복 후보,,우선 매수 검토,경기도,군포시,우선 검토,70.61334108802245,60.94061677413123,수도권 대체지·확산 수혜 가능,아니오,예,아니오,아니오,군포시,0.0,0.0,"준공후미분양비율 0.000%, 수도권 대체지·확산 수혜 가능, 임차 수요 기반 양호"
우선 회복 후보,,우선 매수 검토,광주광역시,광산구,우선 검토,66.77026741253901,76.49222793756591,중립,아니오,예,아니오,예,광산구,83.0,0.06423104603740878,"준공후미분양비율 0.064%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,정책 리스크 점검형,우선 매수 검토,부산광역시,북구,우선 검토,71.82021514172854,63.4890429080098,중립,아니오,아니오,아니오,예,북구,155.0,0.17023052507880027,"정책 리스크 점검형, 준공후미분양비율 0.170%, 중립, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,전라남도,목포시,즉시 제외,69.05987786934796,42.94506561912198,중립,아니오,예,아니오,아니오,목포시,241.0,0.33476871787748297,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.335%, 중립, 임차 수요 기반 양호"
정책 리스크 경계,미분양·월세 구조 동시 점검형,우선 매수 검토,강원특별자치도,원주시,우선 검토,68.35884803210428,61.67336140023237,중립,아니오,예,아니오,예,원주시,325.0,0.2781938797346458,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.278%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,보수 접근,경상남도,창원시 의창구,판단 보류,68.14926460233143,50.574875027168005,중립,아니오,아니오,아니오,예,창원시,1188.0,0.44722180394518896,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.447%, 중립, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,전라남도,화순군,즉시 제외,66.64759946263356,22.161486633340576,중립,아니오,예,아니오,아니오,화순군,127.0,0.8953119492421571,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.895%, 중립, 임차 수요 기반 양호"
정책 리스크 경계,시장 규모·출구 점검형,회피,강원특별자치도,태백시,즉시 제외,66.52884456459765,2.5330242217875343,중립,아니오,아니오,아니오,아니오,태백시,0.0,0.0,"시장 규모·출구 점검형, 준공후미분양비율 0.000%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,전북특별자치도,익산시,즉시 제외,65.45291946533028,45.21405706220602,중립,아니오,예,아니오,예,익산시,714.0,0.866557436737666,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.867%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청남도,홍성군,즉시 제외,64.5761336121436,20.24668550315149,중립,아니오,예,아니오,예,홍성군,725.0,2.731931569824403,"미분양·월세 구조 동시 점검형, 준공후미분양비율 2.732%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,경상남도,밀양시,즉시 제외,64.29310197514339,16.615845723286135,중립,아니오,아니오,예,예,밀양시,59.0,0.30671657309211897,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.307%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,미분양·월세 구조 동시 점검형,우선 매수 검토,광주광역시,남구,우선 검토,64.0732299765577,57.84598624560952,중립,아니오,아니오,예,예,남구,144.0,0.2123330089356808,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.212%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,정책 리스크 점검형,우선 매수 검토,부산광역시,동래구,우선 검토,63.80000721360296,74.28041676393484,중립,아니오,아니오,아니오,아니오,동래구,78.0,0.1084885322057944,"정책 리스크 점검형, 준공후미분양비율 0.108%, 중립"
정책 리스크 경계,시장 규모·출구 점검형,회피,울산광역시,동구,즉시 제외,62.65097423582392,42.13372830919741,중립,아니오,아니오,아니오,아니오,동구,64.0,0.1495956243279884,"시장 규모·출구 점검형, 준공후미분양비율 0.150%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청남도,서산시,즉시 제외,62.00858007173613,35.056254544771534,중립,아니오,예,아니오,예,서산시,110.0,0.2380952380952381,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.238%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,부산광역시,서구,즉시 제외,61.99556908993187,40.383572009305546,중립,아니오,예,아니오,예,서구,190.0,0.8197074938521938,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.820%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,전북특별자치도,김제시,즉시 제외,61.53637394921698,8.807156790928435,중립,아니오,예,아니오,예,김제시,78.0,0.5767524401064774,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.577%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,우선 매수 검토,부산광역시,부산진구,우선 검토,61.42673818845638,73.2300546580051,중립,아니오,아니오,아니오,예,부산진구,1122.0,1.0823220728107577,"미분양·월세 구조 동시 점검형, 준공후미분양비율 1.082%, 중립, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,보수 접근,부산광역시,사하구,판단 보류,61.02547257802345,53.65739063703274,중립,아니오,아니오,예,아니오,사하구,440.0,0.5058110795617836,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.506%, 중립, 월세 비중 높음"
정책 리스크 경계,정책 리스크 점검형,우선 매수 검토,전라남도,순천시,우선 검토,60.46148229207679,56.37794789645837,중립,아니오,아니오,아니오,예,순천시,152.0,0.17750373692077728,"정책 리스크 점검형, 준공후미분양비율 0.178%, 중립, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,관찰 유지,경상남도,창원시 성산구,판단 보류,60.01893623283346,77.14192566833296,중립,아니오,예,아니오,예,창원시,1188.0,0.44722180394518896,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.447%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청북도,음성군,즉시 제외,59.96091747089661,14.19582699413171,중립,아니오,아니오,예,아니오,음성군,866.0,3.348153875894065,"미분양·월세 구조 동시 점검형, 준공후미분양비율 3.348%, 중립, 월세 비중 높음"
정책 리스크 경계,직접 규제 영향형,관찰 유지,서울특별시,서대문구,우선 검토,59.84967874838474,70.14342024412299,중립,예,아니오,아니오,아니오,서대문구,0.0,0.0,"직접 규제 영향형, 준공후미분양비율 0.000%, 중립, 토허 활성"
정책 리스크 경계,시장 규모·출구 점검형,회피,충청남도,당진시,즉시 제외,59.82675190528257,31.11272106707881,중립,아니오,아니오,아니오,예,당진시,78.0,0.16591861479228265,"시장 규모·출구 점검형, 준공후미분양비율 0.166%, 중립, 임차 선행"
정책 리스크 경계,정책 리스크 점검형,관찰 유지,경기도,의정부시,우선 검토,59.789935786364715,79.54076006021235,중립,아니오,아니오,아니오,아니오,의정부시,182.0,0.1344691792208176,"정책 리스크 점검형, 준공후미분양비율 0.134%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,경상남도,사천시,즉시 제외,59.55735375179998,13.800676718158426,중립,아니오,아니오,예,아니오,사천시,277.0,1.0545952942968095,"미분양·월세 구조 동시 점검형, 준공후미분양비율 1.055%, 중립, 월세 비중 높음"
정책 리스크 경계,시장 규모·출구 점검형,회피,강원특별자치도,고성군,즉시 제외,59.26031779939269,16.454031732232124,중립,아니오,아니오,아니오,아니오,고성군,0.0,0.0,"시장 규모·출구 점검형, 준공후미분양비율 0.000%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,충청북도,보은군,즉시 제외,58.87218036903592,3.492718974136057,중립,아니오,아니오,아니오,아니오,보은군,59.0,1.9959404600811907,"미분양·월세 구조 동시 점검형, 준공후미분양비율 1.996%, 중립"
정책 리스크 경계,미분양·월세 구조 동시 점검형,관찰 유지,경상남도,김해시,우선 검토,58.702606981917995,73.14282187715499,중립,아니오,아니오,예,예,김해시,658.0,0.40871596104154245,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.409%, 중립, 임차 선행, 월세 비중 높음"
정책 리스크 경계,시장 규모·출구 점검형,회피,충청남도,논산시,즉시 제외,58.263920198102674,15.769733364459148,중립,아니오,예,아니오,예,논산시,3.0,0.017893355600620303,"시장 규모·출구 점검형, 준공후미분양비율 0.018%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,시장 규모·출구 점검형,회피,전라남도,무안군,즉시 제외,57.94044746515267,31.92349489241469,중립,아니오,아니오,아니오,예,무안군,3.0,0.015792798483891344,"시장 규모·출구 점검형, 준공후미분양비율 0.016%, 중립, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,회피,경상남도,거창군,즉시 제외,57.92165386544635,18.41664855466203,중립,아니오,아니오,아니오,예,거창군,60.0,0.637890708058686,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.638%, 중립, 임차 선행"
정책 리스크 경계,정책 리스크 점검형,관찰 유지,대전광역시,서구,판단 보류,57.66573095725576,82.29630702933608,중립,아니오,아니오,아니오,예,서구,163.0,0.12912936702844016,"정책 리스크 점검형, 준공후미분양비율 0.129%, 중립, 임차 선행"
정책 리스크 경계,시장 규모·출구 점검형,회피,경상북도,경산시,즉시 제외,57.15101648028249,49.16070312143629,중립,아니오,예,아니오,예,경산시,15.0,0.018752109612331386,"시장 규모·출구 점검형, 준공후미분양비율 0.019%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,미분양·월세 구조 동시 점검형,보수 접근,경상남도,창원시 마산합포구,판단 보류,56.86601395475425,52.90915018474245,중립,아니오,예,아니오,예,창원시,1188.0,0.44722180394518896,"미분양·월세 구조 동시 점검형, 준공후미분양비율 0.447%, 중립, 임차 수요 기반 양호, 임차 선행"
정책 리스크 경계,정책 리스크 점검형,관찰 유지,대구광역시,북구,판단 보류,56.51126978879879,77.72325393567152,중립,아니오,아니오,아니오,아니오,북구,116.0,0.09054082532645431,"정책 리스크 점검형, 준공후미분양비율 0.091%, 중립"
